wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,buggy,Accuracy_Voting_Pred,Accuracy_Voting_Pred_Prob,FMeasure_Voting_Pred,FMeasure_Voting_Pred_Prob,GMean_Voting_Pred,GMean_Voting_Pred_Prob,Accuracy_RF_Pred,Accuracy_RF_Pred_Prob,FMeasure_RF_Pred,FMeasure_RF_Pred_Prob,GMean_RF_Pred,GMean_RF_Pred_Prob,Accuracy_Ada_Pred,Accuracy_Ada_Pred_Prob,FMeasure_Ada_Pred,FMeasure_Ada_Pred_Prob,GMean_Ada_Pred,GMean_Ada_Pred_Prob,Function to be selected
5,1,0,7,5,10,6,1,5,2.0,5,0.0,0,0.0,0.6,0,0,0.0,1,1.0,False,False,0.039501705790839586,False,0.030771367159422136,False,0.06519675575462842,False,0.0,False,0.1,False,0.1,False,0.411859583015617,False,0.4438136756684826,False,0.28594290148290263,GMean_Voting_Pred
6,1,0,3,14,0,0,3,6,0.2,43,0.0,0,0.0,0.5555555560000001,0,0,6.0,1,0.8333,False,False,0.02338286993005969,False,0.01587727093328499,False,0.01798032927669416,False,0.0,False,0.0,False,0.0,False,0.389189171004124,False,0.4187566701301455,False,0.2692023753982327,GMean_Voting_Pred
43,5,0,7,86,683,2,6,1,0.906692407,1962,1.0,3,0.917485265,0.5,0,0,43.76744186,14,1.7209,True,True,0.6633833570610612,True,0.9821850548916474,True,0.9281673740093074,False,0.4,True,0.8,True,0.7,True,0.6673786904962563,True,0.6265040343521278,True,0.6654542699320599,GMean_Voting_Pred
26,1,0,16,30,301,14,3,26,0.95,154,1.0,3,0.0,0.208791209,0,0,4.461538462,2,1.0,False,False,0.40778009949304495,False,0.35128273312942565,False,0.4008649253916008,False,0.4,False,0.3,False,0.3,False,0.4447388104727557,False,0.4786388737268735,True,0.5290520594280403,GMean_Voting_Pred
4,1,0,8,4,6,7,1,4,2.0,4,0.0,0,0.0,0.875,0,0,0.0,1,1.0,False,False,0.05317931859391356,False,0.0476346719122001,False,0.07045211249881288,False,0.0,False,0.3,False,0.3,False,0.4709367775027553,False,0.4522719191680531,False,0.28594290148290263,GMean_Voting_Pred
17,1,0,10,19,122,9,1,17,0.919642857,91,1.0,1,0.0,0.16993464100000005,0,0,3.941176471,2,1.0,False,False,0.03607080442635104,False,0.02706178817564657,False,0.03690685654668489,False,0.2,False,0.1,False,0.2,False,0.43812918609387214,False,0.4349483340479767,False,0.30517564283845056,GMean_Voting_Pred
5,5,0,10,43,0,3,9,2,0.5,489,1.0,1,0.993617021,0.44,0,0,94.8,6,1.8,False,False,0.3411551417466438,False,0.34524073052079124,False,0.3538022523918294,False,0.3,False,0.3,False,0.4,False,0.4627412886990003,False,0.4819037730552738,False,0.2861634681295194,GMean_Voting_Pred
5,1,0,1,6,6,1,0,5,0.75,24,1.0,0,0.0,0.466666667,0,0,3.4,1,0.8,False,False,0.019308575511801054,False,0.02429455973719655,False,0.01440000779181435,False,0.0,False,0.0,False,0.0,False,0.3767977121426264,False,0.24497601802484897,False,0.3857548652921271,GMean_Voting_Pred
5,1,0,1,6,6,1,0,5,0.75,24,1.0,0,0.0,0.466666667,0,0,3.4,1,0.8,False,False,0.019308575511801054,False,0.02429455973719655,False,0.01440000779181435,False,0.0,False,0.0,False,0.0,False,0.3767977121426264,False,0.3884680238625591,False,0.3857548652921271,GMean_Voting_Pred
8,5,0,12,39,6,5,9,3,0.782312925,844,1.0,2,0.985232068,0.3125,0,0,101.875,2,1.25,False,False,0.44777807140964215,True,0.815156021745033,True,0.8975413758192755,False,0.3,False,0.3,False,0.5,False,0.4937216870338094,False,0.479227732354186,True,0.6187038934713449,GMean_Voting_Pred
