wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,buggy,Accuracy_Voting_Pred,Accuracy_Voting_Pred_Prob,FMeasure_Voting_Pred,FMeasure_Voting_Pred_Prob,GMean_Voting_Pred,GMean_Voting_Pred_Prob,Accuracy_RF_Pred,Accuracy_RF_Pred_Prob,FMeasure_RF_Pred,FMeasure_RF_Pred_Prob,GMean_RF_Pred,GMean_RF_Pred_Prob,Accuracy_Ada_Pred,Accuracy_Ada_Pred_Prob,FMeasure_Ada_Pred,FMeasure_Ada_Pred_Prob,GMean_Ada_Pred,GMean_Ada_Pred_Prob,Function to be selected,PredictedTechnique,DSF_Prediction,DSF_Pred_Prob
28.0,1.0,0.0,32.0,82.0,374.0,26.0,7.0,24.0,1.012346,926.0,0.166667,0.0,0.0,0.226337,0.0,0.0,31.642857,23.0,2.6786,True,True,0.8607519667734699,False,0.3935459897906551,True,0.7804317748722195,False,0.4,False,0.5,True,0.9,True,0.5068882133152524,False,0.4971085823286837,True,0.5004291509484132,GMean_RF_Pred,FMeasure_RF_Pred,False,0.5
6.0,1.0,2.0,3.0,7.0,3.0,2.0,1.0,4.0,0.6,36.0,1.0,0.0,0.0,0.4444439999999999,0.0,0.0,4.6666669999999995,1.0,0.6667,False,False,0.04285966371831342,False,0.044692303574603034,False,0.03019577497718448,False,0.1,False,0.0,False,0.2,False,0.4910736166516509,False,0.4881808113291095,False,0.4882421142081868,FMeasure_RF_Pred,FMeasure_RF_Pred,False,0.0
4.0,2.0,0.0,5.0,6.0,4.0,1.0,4.0,2.0,0.666667,21.0,1.0,1.0,0.5,0.5,0.0,0.0,4.0,1.0,0.5,False,False,0.031117325789896344,False,0.07087601403356379,False,0.04863831241820996,False,0.0,False,0.0,False,0.0,False,0.4244099009990539,False,0.4630088670841413,False,0.4073021652242475,FMeasure_RF_Pred,FMeasure_RF_Pred,False,0.0
4.0,1.0,0.0,9.0,4.0,6.0,9.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,0.666667,0.0,0.0,0.0,1.0,1.0,False,False,0.3760112548193373,False,0.36605181553505495,False,0.3637344680949017,True,0.7,False,0.5,True,0.6,True,0.5112027299747101,True,0.5164620009284862,True,0.5010739650471088,FMeasure_RF_Pred,FMeasure_RF_Pred,False,0.5
1.0,1.0,0.0,8.0,1.0,0.0,6.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,False,False,0.039649834057217566,False,0.0291843373594782,False,0.0280805820259335,False,0.0,False,0.0,False,0.0,False,0.4519785462831958,False,0.3489040284891911,False,0.4302216022958804,FMeasure_RF_Pred,FMeasure_RF_Pred,False,0.0
23.0,2.0,0.0,150.0,67.0,235.0,147.0,5.0,20.0,0.852273,653.0,0.75,1.0,0.28,0.280303,1.0,1.0,26.869565,9.0,1.8696,True,True,0.5483490908753833,False,0.2766130402600959,True,0.6951980279687741,True,0.7,False,0.4,True,0.7,True,0.5015046403341049,False,0.4911097283826677,True,0.5021855785365772,FMeasure_RF_Pred,FMeasure_RF_Pred,False,0.4
5.0,1.0,0.0,8.0,26.0,0.0,1.0,7.0,4.0,0.625,127.0,1.0,2.0,0.0,0.314286,0.0,0.0,23.6,4.0,1.6,False,False,0.3917292312015796,False,0.10904723949540096,False,0.391072255830196,False,0.0,False,0.1,False,0.0,True,0.5117373297040931,False,0.497226093664492,True,0.5067815903790561,FMeasure_RF_Pred,FMeasure_RF_Pred,False,0.1
25.0,4.0,0.0,18.0,73.0,200.0,1.0,0.0,18.0,0.854167,666.0,1.0,0.0,0.736264,0.38,0.0,0.0,25.32,13.0,1.92,True,False,0.3470903125553164,True,0.6508308827839634,True,0.6889949913740594,True,0.9,True,0.7,False,0.4,True,0.5116498550046501,True,0.5023250873887436,False,0.4888965405504551,FMeasure_RF_Pred,FMeasure_RF_Pred,True,0.7
7.0,1.0,0.0,2.0,13.0,0.0,1.0,1.0,7.0,0.694444,86.0,1.0,0.0,0.0,0.571429,0.0,0.0,10.428571,1.0,0.8571,False,False,0.04401936781363508,False,0.08878967853464087,False,0.05401073594649671,False,0.2,False,0.0,False,0.1,False,0.4837122697448837,False,0.4926352449456503,False,0.4788159433556003,FMeasure_RF_Pred,FMeasure_RF_Pred,False,0.0
21.0,1.0,0.0,7.0,22.0,154.0,5.0,2.0,21.0,0.905,141.0,1.0,2.0,0.0,0.184524,0.0,0.0,5.2380949999999995,1.0,0.9524,False,False,0.3727647866299127,False,0.4954398013063456,False,0.4189017149567839,False,0.4,False,0.3,False,0.0,False,0.4947462897487166,False,0.488335729207805,False,0.4860952365713714,FMeasure_RF_Pred,FMeasure_RF_Pred,False,0.3
2.0,2.0,0.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,11.0,0.0,0.0,0.666667,0.666667,1.0,1.0,4.5,1.0,0.5,False,False,0.03128472544671327,False,0.01636261124726832,False,0.02001020467408056,False,0.0,False,0.0,False,0.0,False,0.4467122605544466,False,0.29379249368695026,False,0.4160610089609743,FMeasure_RF_Pred,FMeasure_RF_Pred,False,0.0
8.0,1.0,0.0,10.0,21.0,28.0,5.0,5.0,7.0,2.0,130.0,0.0,0.0,0.0,0.3125,0.0,0.0,15.25,5.0,2.625,False,False,0.0549451564820603,False,0.03592116040520064,False,0.022333422076012643,False,0.1,False,0.1,False,0.1,False,0.4806739449760104,False,0.4757554299409016,False,0.4905032531481131,FMeasure_RF_Pred,FMeasure_RF_Pred,False,0.1
32.0,4.0,0.0,16.0,81.0,406.0,2.0,0.0,27.0,0.925558,504.0,1.0,0.0,0.683673,0.3,1.0,3.0,14.34375,1.0,0.9688,False,False,0.12137258413758868,False,0.2110118672607352,False,0.3826048515186456,False,0.2,False,0.0,False,0.2,False,0.4815338491208983,False,0.4907954064261562,False,0.486951308768836,FMeasure_RF_Pred,FMeasure_RF_Pred,False,0.0
13.0,1.0,2.0,4.0,44.0,70.0,2.0,2.0,9.0,0.833333,208.0,1.0,0.0,0.0,0.5625,0.0,0.0,14.846154,1.0,0.8462,False,False,0.10509205930285428,False,0.06466747464429702,False,0.06019273797374752,False,0.2,False,0.0,False,0.0,False,0.4945952155482641,False,0.4781988955246975,False,0.4729579360941105,FMeasure_RF_Pred,FMeasure_RF_Pred,False,0.0
19.0,1.0,0.0,8.0,42.0,99.0,2.0,7.0,3.0,0.7888890000000001,329.0,1.0,1.0,0.0,0.263158,0.0,0.0,16.052632,5.0,1.5789,True,False,0.1129913811321429,False,0.1790630647753945,False,0.3215676092057122,False,0.0,False,0.2,True,0.6,False,0.4307080868501421,False,0.499986484353308,False,0.430363078382677,GMean_RF_Pred,FMeasure_RF_Pred,False,0.2
2.0,1.0,0.0,6.0,21.0,1.0,3.0,3.0,1.0,2.0,144.0,0.0,0.0,0.0,0.5,0.0,0.0,71.0,10.0,5.0,False,False,0.08028230167696886,False,0.022022629161006568,False,0.004746734838452277,False,0.2,False,0.0,False,0.0,False,0.43457716682656056,False,0.2957082475696635,False,0.37403024134694574,FMeasure_RF_Pred,FMeasure_RF_Pred,False,0.0
1.0,1.0,0.0,4.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,False,False,0.039649834057217566,False,0.0291843373594782,False,0.0280805820259335,False,0.0,False,0.0,False,0.0,False,0.4519785462831958,False,0.3489040284891911,False,0.4302216022958804,FMeasure_RF_Pred,FMeasure_RF_Pred,False,0.0
25.0,1.0,0.0,10.0,58.0,234.0,6.0,4.0,23.0,0.591667,257.0,1.0,1.0,0.0,0.32,0.0,0.0,9.08,2.0,1.16,False,False,0.11457352726024787,False,0.17156663797729396,False,0.1972908325861146,False,0.0,False,0.0,False,0.1,False,0.4901033626550607,False,0.4734831376818236,False,0.4780459095671933,FMeasure_RF_Pred,FMeasure_RF_Pred,False,0.0
8.0,1.0,0.0,12.0,29.0,0.0,7.0,5.0,8.0,0.0,126.0,1.0,1.0,0.0,0.416667,0.0,0.0,14.625,1.0,0.875,False,False,0.06097664778238704,False,0.07212887840164282,False,0.06535543535903822,False,0.1,False,0.0,False,0.0,False,0.4860294875112883,False,0.31152060153917344,False,0.3037138035951502,FMeasure_RF_Pred,FMeasure_RF_Pred,False,0.0
5.0,1.0,1.0,26.0,11.0,0.0,24.0,2.0,5.0,0.375,41.0,1.0,1.0,0.0,0.466667,0.0,0.0,6.8,1.0,0.8,False,False,0.0445649363745945,False,0.05558816823292493,False,0.03346340874530072,False,0.0,False,0.0,False,0.2,False,0.4910736166516509,False,0.3019413521787717,False,0.3065188724907741,FMeasure_RF_Pred,FMeasure_RF_Pred,False,0.0
3.0,1.0,2.0,7.0,8.0,3.0,7.0,0.0,3.0,2.0,34.0,0.0,0.0,0.0,0.777778,0.0,0.0,10.333333,1.0,0.6667,False,False,0.04432550063841825,False,0.02117508947342591,False,0.01374465395795335,False,0.1,False,0.0,False,0.0,False,0.4224396643524442,False,0.2847244691338148,False,0.4001517030476537,FMeasure_RF_Pred,FMeasure_RF_Pred,False,0.0
4.0,3.0,0.0,6.0,10.0,4.0,1.0,5.0,1.0,0.666667,27.0,1.0,1.0,0.714286,0.5,1.0,1.0,5.5,1.0,0.5,False,False,0.02613770054015288,False,0.0400079144297418,False,0.04951268688743715,False,0.0,False,0.0,False,0.0,False,0.4244099009990539,False,0.4616861322864727,False,0.40320588832783705,FMeasure_RF_Pred,FMeasure_RF_Pred,False,0.0
5.0,1.0,1.0,6.0,6.0,0.0,5.0,1.0,5.0,0.5,32.0,1.0,1.0,0.0,0.466667,0.0,0.0,5.0,1.0,0.8,False,False,0.3729928416632421,False,0.05833420938912168,False,0.03178278458269702,False,0.5,False,0.2,False,0.3,False,0.4910736166516509,False,0.4771830245907008,False,0.4763667678882682,FMeasure_RF_Pred,FMeasure_RF_Pred,False,0.2
2.0,1.0,0.0,4.0,3.0,1.0,4.0,1.0,1.0,1.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,2.5,1.0,0.5,False,False,0.0427807352822688,False,0.0365136017261059,False,0.05454479542615613,False,0.0,False,0.0,False,0.0,False,0.4519785462831958,False,0.3039358437860864,False,0.4162427279963641,FMeasure_RF_Pred,FMeasure_RF_Pred,False,0.0
1.0,1.0,0.0,4.0,1.0,0.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,False,False,0.04121870096177448,False,0.030108980353111495,False,0.0280805820259335,False,0.0,False,0.0,False,0.0,False,0.4519785462831958,False,0.3489040284891911,False,0.4302216022958804,FMeasure_RF_Pred,FMeasure_RF_Pred,False,0.0
10.0,1.0,0.0,27.0,19.0,15.0,25.0,2.0,10.0,0.755556,138.0,1.0,1.0,0.0,0.233333,1.0,1.0,12.3,6.0,1.9,False,False,0.05510756377060617,False,0.06735371380716745,False,0.05444240710777157,False,0.2,False,0.2,False,0.0,False,0.4897477307200522,False,0.4931473037893004,False,0.4869663289444388,FMeasure_RF_Pred,FMeasure_RF_Pred,False,0.2
12.0,5.0,0.0,3.0,25.0,66.0,0.0,0.0,12.0,2.0,67.0,0.0,0.0,0.938889,0.472222,1.0,1.0,4.5833330000000005,1.0,0.9167,False,False,0.02104990255056503,False,0.3543668093751556,False,0.01885366402525129,False,0.4,False,0.1,False,0.3,False,0.40090188845704994,False,0.30212998011824715,False,0.33014099885729703,FMeasure_RF_Pred,FMeasure_RF_Pred,False,0.1
5.0,1.0,0.0,14.0,21.0,0.0,11.0,3.0,5.0,0.0,75.0,1.0,0.0,0.0,0.4,0.0,0.0,13.8,2.0,1.0,False,False,0.057272418564091765,False,0.06791115794023526,False,0.05370176933281162,False,0.2,False,0.0,False,0.2,False,0.4883315446012462,False,0.3106018746077302,False,0.3053567114124534,FMeasure_RF_Pred,FMeasure_RF_Pred,False,0.0
54.0,2.0,0.0,17.0,137.0,1241.0,7.0,0.0,16.0,0.943951,1589.0,1.0,1.0,0.277778,0.205451,0.0,0.0,27.796296,5.0,1.2037,False,True,0.9203606235874476,True,0.9893273805342842,True,0.9997962389760464,False,0.4,True,0.7,True,0.6,True,0.5083101472173454,True,0.5440743312274432,True,0.6160040780304891,Accuracy_RF_Pred,FMeasure_RF_Pred,True,0.7
5.0,3.0,0.0,4.0,9.0,2.0,1.0,3.0,5.0,0.85,61.0,0.8,0.0,0.777778,0.333333,0.0,0.0,10.2,1.0,0.8,False,False,0.022487250186787645,False,0.06640783126861613,False,0.024337030433336567,False,0.0,False,0.0,False,0.3,False,0.4910736166516509,False,0.4941722534865269,False,0.4867359850667489,FMeasure_RF_Pred,FMeasure_RF_Pred,False,0.0
37.0,6.0,0.0,26.0,120.0,570.0,2.0,26.0,24.0,0.848765,1123.0,0.666667,0.0,0.8252430000000001,0.12012,4.0,18.0,29.108108,9.0,2.5676,True,True,0.7277921637429753,False,0.0499562503164356,True,0.5800242931114719,False,0.4,True,0.7,True,0.8,False,0.3725335077511889,False,0.3208882875391897,True,0.5199275754596496,FMeasure_RF_Pred,FMeasure_RF_Pred,True,0.7
10.0,1.0,3.0,9.0,15.0,29.0,3.0,6.0,8.0,0.777778,67.0,1.0,1.0,0.0,0.65,0.0,0.0,5.3,2.0,1.0,False,False,0.04198963070148093,False,0.032512697708794364,False,0.01826435543549872,False,0.0,False,0.0,False,0.2,False,0.479656512188211,False,0.4725638665199997,False,0.4849627460022362,FMeasure_RF_Pred,FMeasure_RF_Pred,False,0.0
8.0,2.0,0.0,6.0,32.0,20.0,0.0,6.0,4.0,0.5,221.0,1.0,0.0,0.461538,0.4,0.0,0.0,26.375,5.0,2.0,False,False,0.3927939996896688,False,0.09527215212377456,False,0.06290627410565929,False,0.0,False,0.0,False,0.1,False,0.4991419956553518,False,0.4831417423206213,False,0.496693469703665,FMeasure_RF_Pred,FMeasure_RF_Pred,False,0.0
2.0,2.0,2.0,4.0,5.0,0.0,2.0,2.0,1.0,0.0,19.0,1.0,1.0,0.923077,0.625,0.0,0.0,8.0,1.0,0.5,False,False,0.0318269258953629,False,0.039154029361090976,False,0.011897044182862075,False,0.0,False,0.0,False,0.0,False,0.4272727880586463,False,0.16895938212326703,False,0.13837734338296812,FMeasure_RF_Pred,FMeasure_RF_Pred,False,0.0
20.0,1.0,0.0,8.0,29.0,108.0,5.0,3.0,20.0,0.809211,188.0,1.0,1.0,0.0,0.235714,0.0,0.0,8.0,1.0,0.9,False,False,0.3817543293432299,False,0.14095313894227346,False,0.0920950917790954,False,0.2,False,0.2,False,0.1,False,0.4987073376517938,False,0.4865228099769934,False,0.4935670560399305,FMeasure_RF_Pred,FMeasure_RF_Pred,False,0.2
3.0,1.0,2.0,3.0,4.0,1.0,2.0,1.0,2.0,0.0,16.0,1.0,0.0,0.0,0.666667,0.0,0.0,4.0,1.0,0.6667,False,False,0.04183385233531192,False,0.04499469869172165,False,0.025949267461147747,False,0.0,False,0.0,False,0.0,False,0.4467122605544466,False,0.16967702366755277,False,0.2429832253952041,FMeasure_RF_Pred,FMeasure_RF_Pred,False,0.0
3.0,1.0,0.0,9.0,23.0,0.0,1.0,8.0,2.0,0.0,125.0,1.0,2.0,0.0,0.4444439999999999,0.0,0.0,39.666667,1.0,0.6667,False,False,0.04004744160341048,False,0.052030356211373,False,0.06316631978120811,False,0.0,False,0.1,False,0.0,False,0.4391213641265753,False,0.17783267221084326,False,0.2436288226038625,FMeasure_RF_Pred,FMeasure_RF_Pred,False,0.1
8.0,1.0,0.0,32.0,104.0,8.0,4.0,29.0,3.0,0.809524,955.0,1.0,2.0,0.0,0.3125,0.0,0.0,118.0,4.0,1.5,True,False,0.4163455029987311,False,0.42179211612678,False,0.469406163830276,False,0.1,False,0.3,False,0.2,False,0.33551210331172593,False,0.4134136576508234,False,0.2655649542269961,FMeasure_RF_Pred,FMeasure_RF_Pred,False,0.3
8.0,2.0,0.0,16.0,52.0,16.0,2.0,0.0,5.0,0.666667,336.0,1.0,1.0,0.740741,0.46875,1.0,1.0,40.625,2.0,1.0,False,False,0.4317324910507193,False,0.09809375844439472,False,0.4014207418703855,True,0.7,True,0.7,False,0.4,True,0.5006254031659687,False,0.4927864861254847,True,0.5116740296611301,FMeasure_RF_Pred,FMeasure_RF_Pred,True,0.7
7.0,3.0,0.0,5.0,20.0,9.0,3.0,4.0,5.0,0.733333,110.0,1.0,0.0,0.583333,0.333333,0.0,0.0,14.0,3.0,1.0,False,False,0.033147956407696605,False,0.0786302354599803,False,0.04619150716399214,False,0.0,False,0.1,False,0.4,False,0.4854062815486018,False,0.4931217734484112,False,0.4959824104533674,FMeasure_RF_Pred,FMeasure_RF_Pred,False,0.1
3.0,5.0,2.0,16.0,38.0,3.0,2.0,0.0,1.0,2.0,159.0,0.0,0.0,0.981132,1.0,0.0,0.0,52.0,1.0,0.6667,False,False,0.02812865356601496,False,0.024709758463372783,False,0.011926219859526722,False,0.0,False,0.1,False,0.1,False,0.4603453652136599,False,0.311750237525773,False,0.10415474865190316,FMeasure_RF_Pred,FMeasure_RF_Pred,False,0.1
